tender,firm rut,buyer,select,offer send,value offer,offer open,offer close,dt_signature
1057496-15-LE20,76204404-8,61608105-5,0,2020-04-23,38637.80343624,2020-04-10,2020-05-06,2020-05-25
1057480-9-LP20,76204404-8,61602123-0,0,2020-07-13,29849.947921605,2020-06-30,2020-07-26,2020-08-16
3950-18-L120,76204438-2,61974600-7,0,2020-04-03,9662.1825176,2020-03-24,2020-04-19,2020-05-13
757-22-LE18,76204633-4,61601000-K,0,2018-03-19,40971.624,2018-03-06,2018-04-01,2018-04-22
884-140-LE18,76204633-4,61608500-K,0,2019-01-08,6991.9008,2018-12-27,2019-01-22,2019-02-11
4855-176-LE18,76204763-2,61608502-6,1,2018-07-18,1203.96991574,2018-07-05,2018-07-31,2018-08-21
4309-121-LQ19,76204763-2,61602189-3,1,2019-06-05,139927.584,2019-05-23,2019-06-18,2019-07-08
1380-124-LP19,76204763-2,61602232-6,1,2019-06-25,71909.64768,2019-06-12,2019-07-08,2019-08-04
1057055-154-LP19,76204763-2,61608604-9,1,2019-10-24,79665.2544,2019-10-11,2019-11-06,2019-11-28
4127-2-L118,76204874-4,61975700-9,0,2018-02-21,2875.494,2018-02-08,2018-03-06,2018-03-29
757-73-L118,76204874-4,61601000-K,0,2018-08-02,8097.537,2018-07-20,2018-08-15,2018-09-06
884-140-LE18,76204874-4,61608500-K,0,2019-01-09,14155.2357312,2018-12-27,2019-01-22,2019-02-11
757-13-L119,76204874-4,61601000-K,0,2019-06-13,4090.158,2019-06-01,2019-06-27,2019-07-17
1511-30-LE20,76205004-8,61606911-K,0,2020-04-28,53962.95,2020-04-21,2020-05-17,2020-06-06
1663-15-LE18,76205137-0,61602276-8,0,2018-01-28,34641.8625,2018-01-23,2018-02-18,2018-03-11
2186-2-LE18,76205137-0,61606607-2,0,2018-01-27,1222.294575,2018-01-23,2018-02-18,2018-03-16
1620-12-L118,76205137-0,61602146-K,0,2018-02-07,4592.87535,2018-01-30,2018-02-25,2018-03-20
507428-7-LP18,76205137-0,61979210-6,0,2018-02-23,28343.0028,2018-02-28,2018-03-26,2018-04-16
2190-12-L118,76205137-0,61607507-1,0,2018-02-15,2205.2964,2018-02-06,2018-03-04,2018-03-24
1660-41-L118,76205137-0,61606408-8,0,2018-02-22,1735.4878824,2018-02-14,2018-03-12,2018-04-01
1626-10-L118,76205137-0,61602150-8,0,2018-02-23,3009.53352,2018-02-14,2018-03-12,2018-03-30
1660-49-L118,76205137-0,61606408-8,0,2018-02-28,1964.025264,2018-02-20,2018-03-18,2018-04-11
2084-18-LE18,76205137-0,61607900-K,0,2018-03-16,70800.342,2018-03-04,2018-03-30,2018-04-24
1552-13-LP18,76205137-0,61606300-6,0,2018-03-21,11043.47694,2018-03-29,2018-04-24,2018-05-12
2193-18-L118,76205137-0,61607504-7,0,2018-03-28,1372.343704,2018-03-13,2018-04-08,2018-04-27
2150-20-L118,76205137-0,61602199-0,0,2018-04-24,1870.2216675,2018-04-11,2018-05-07,2018-05-26
2086-79-L118,76205137-0,61606203-4,0,2018-05-14,2333.9694,2018-05-01,2018-05-27,2018-06-19
1620-48-L118,76205137-0,61602146-K,0,2018-05-29,2024.12424,2018-05-16,2018-06-11,2018-07-03
1660-132-L118,76205137-0,61606408-8,1,2018-06-08,1264.450606,2018-05-26,2018-06-21,2018-07-15
3950-25-L118,76205137-0,61974600-7,1,2018-06-19,3086.3592,2018-06-06,2018-07-02,2018-07-26
1544-29-L118,76205137-0,61606204-2,0,2018-06-25,2190.33858,2018-06-15,2018-07-11,2018-07-26
5184-84-L118,76205137-0,61606917-9,0,2018-07-03,3288.1996344,2018-06-20,2018-07-16,2018-08-05
2144-42-LE18,76205137-0,61607602-7,0,2018-06-24,5444.3082,2018-06-15,2018-07-11,2018-08-01
1626-77-L118,76205137-0,61602150-8,0,2018-06-29,3086.3592,2018-06-21,2018-07-17,2018-08-04
2109-9-LE18,76205137-0,61608203-5,0,2018-07-01,36294.14095,2018-06-25,2018-07-21,2018-08-11
2109-9-LE18,76205137-0,61608203-5,0,2018-07-01,45529.4412,2018-06-25,2018-07-21,2018-08-11
2193-33-L118,76205137-0,61607504-7,0,2018-07-06,1586.262072,2018-06-27,2018-07-23,2018-08-10
1620-67-L118,76205137-0,61602146-K,0,2018-07-09,4510.81776,2018-06-28,2018-07-24,2018-08-16
2086-103-L118,76205137-0,61606203-4,0,2018-07-09,1538.04062444,2018-06-28,2018-07-24,2018-08-13
1549-286-L118,76205137-0,61608002-4,0,2018-07-08,13615.5666,2018-06-28,2018-07-24,2018-08-05
1553-955-L118,76205137-0,61607502-0,0,2018-07-24,6652.5029985,2018-07-13,2018-08-08,2018-08-28
2146-70-L118,76205137-0,61606405-3,0,2018-08-02,3391.88398,2018-07-24,2018-08-19,2018-09-07
2086-123-LE18,76205137-0,61606203-4,0,2018-08-17,6342.848625,2018-08-11,2018-09-06,2018-09-29
5483-43-L118,76205137-0,61606100-3,0,2018-08-28,2415.997986,2018-08-16,2018-09-11,2018-10-02
1621-77-L118,76205137-0,61602151-6,0,2018-08-29,2388.56946,2018-08-21,2018-09-16,2018-10-02
1175-185-LE18,76205137-0,61607400-8,0,2018-09-26,22127.73525,2018-09-15,2018-10-11,2018-11-01
1628-87-L118,76205137-0,61602132-K,0,2018-09-11,4173.941325,2018-09-07,2018-10-03,2018-10-26
522-27-L118,76205137-0,61602152-4,0,2018-09-24,1326.300718,2018-09-08,2018-10-04,2018-10-20
1963-40-LE18,76205137-0,61608000-8,0,2018-10-16,23937.98628,2018-10-11,2018-11-06,2018-11-25
4309-273-LE18,76205137-0,61602189-3,0,2018-10-19,1214.035794,2018-10-10,2018-11-05,2018-11-26
2188-117-L118,76205137-0,61602134-6,0,2018-10-26,2099.768268,2018-10-16,2018-11-11,2018-12-06
1660-248-L118,76205137-0,61606408-8,0,2018-11-01,1308.592722,2018-10-18,2018-11-13,2018-11-30
1548-27-LE18,76205137-0,61607304-4,0,2018-11-07,0,2018-11-02,2018-11-28,2018-12-17
2207-358-L118,76205137-0,61602153-2,1,2018-11-09,1265.5242324,2018-10-27,2018-11-22,2018-12-12
732434-25-LE18,76205137-0,65913720-8,1,2018-12-08,,2018-11-25,2018-12-21,2019-01-10
831756-321-LE18,76205137-0,61608604-9,0,2018-12-29,88817.529216,2018-12-22,2019-01-17,2019-02-06
2192-1-L119,76205137-0,61607508-K,0,2019-01-07,1214.031215,2018-12-27,2019-01-22,2019-02-12
2207-16-L119,76205137-0,61602153-2,0,2019-01-06,1539.7031,2018-12-26,2019-01-21,2019-02-12
2198-6-L119,76205137-0,61607503-9,0,2019-01-21,0,2019-01-15,2019-02-10,2019-02-28
507428-8-LE19,76205137-0,61979210-6,0,2019-02-01,61017.285,2019-01-29,2019-02-24,2019-03-16
1057545-3-LQ19,76205137-0,61607500-4,0,2019-02-14,1213.5438149,2019-02-05,2019-03-03,2019-03-20
732434-1-LE19,76205137-0,65913720-8,0,2019-02-11,10837.294975,2019-02-01,2019-02-27,2019-03-14
1663-19-LE19,76205137-0,61602276-8,0,2019-02-26,15577.472788,2019-02-20,2019-03-18,2019-04-08
1620-8-L119,76205137-0,61602146-K,0,2019-03-03,1410.268254,2019-02-16,2019-03-14,2019-04-07
2080-69-LE19,76205137-0,61602138-9,0,2019-02-27,11713.4127,2019-02-19,2019-03-17,2019-04-04
1624-11-L119,76205137-0,61602147-8,1,2019-03-04,1220.2193145,2019-02-19,2019-03-17,2019-04-01
1951-5-L119,76205137-0,61602246-6,0,2019-03-02,2083.65893,2019-02-26,2019-03-24,2019-04-09
1660-41-L119,76205137-0,61606408-8,0,2019-03-14,6816.47625,2019-03-02,2019-03-28,2019-04-17
2138-8-LE19,76205137-0,61978730-7,0,2019-03-25,1613.372652,2019-03-19,2019-04-14,2019-05-04
1621-18-L119,76205137-0,61602151-6,0,2019-03-27,1260.0588527,2019-03-13,2019-04-08,2019-05-02
1383-7-L119,76205137-0,61602242-3,0,2019-03-29,2083.65893,2019-03-20,2019-04-15,2019-04-30
1057544-50-LE19,76205137-0,61607202-1,0,2019-04-15,18712.1622104,2019-04-02,2019-04-28,2019-05-21
2125-54-L119,76205137-0,61606407-K,0,2019-04-12,4916.650615106,2019-04-02,2019-04-28,2019-05-19
1057548-18-L119,76205137-0,61607503-9,0,2019-04-18,1219.478602,2019-04-09,2019-05-05,2019-05-22
1057548-18-L119,76205137-0,61607503-9,0,2019-04-18,1214.234363,2019-04-09,2019-05-05,2019-05-22
1660-67-L119,76205137-0,61606408-8,1,2019-04-18,1368.564825,2019-04-05,2019-05-01,2019-05-23
2188-36-L119,76205137-0,61602134-6,1,2019-04-22,1725.922254,2019-04-09,2019-05-05,2019-05-28
2146-29-L119,76205137-0,61606405-3,0,2019-04-22,3732.21826,2019-04-10,2019-05-06,2019-05-25
2026-68-L119,76205137-0,61606600-5,0,2019-04-25,1334.85186,2019-04-19,2019-05-15,2019-06-09
1057474-12-L119,76205137-0,61608000-8,0,2019-05-25,8266.43631,2019-05-15,2019-06-10,2019-07-01
1660-80-L119,76205137-0,61606408-8,0,2019-05-10,1271.5314105,2019-04-30,2019-05-26,2019-06-17
1620-39-L119,76205137-0,61602146-K,0,2019-05-23,1850.28555,2019-05-14,2019-06-09,2019-06-25
2188-53-L119,76205137-0,61602134-6,0,2019-06-24,1654.933395,2019-06-05,2019-07-01,2019-07-22
2207-236-L119,76205137-0,61602153-2,0,2019-06-15,1758.918171,2019-06-05,2019-07-01,2019-07-17
1080093-2-LE19,76205137-0,61607900-K,0,2019-06-25,42798.9652155,2019-06-19,2019-07-15,2019-08-04
522-7-L119,76205137-0,61602152-4,0,2019-06-25,1309.761708,2019-06-12,2019-07-08,2019-07-24
1057541-17-L119,76205137-0,61607200-5,1,2019-07-04,2574.50128101,2019-06-21,2019-07-17,2019-08-03
1057489-55-LE19,76205137-0,61608406-2,0,2019-07-12,263567.82,2019-06-28,2019-07-24,2019-08-16
1057486-9-LE19,76205137-0,61608400-3,0,2019-07-16,16949.6487148,2019-07-16,2019-08-11,2019-09-01
1070620-36-LE19,76205137-0,62000530-4,0,2019-07-18,1214.4302301,2019-07-05,2019-07-31,2019-08-15
1057541-20-L119,76205137-0,61607200-5,0,2019-07-24,5529.06903,2019-07-16,2019-08-11,2019-08-28
968521-12-L119,76205137-0,61606912-8,0,2019-08-06,1612.4962048,2019-07-30,2019-08-25,2019-09-12
1057049-188-LE19,76205137-0,61608604-9,0,2019-08-20,257482.88322,2019-08-13,2019-09-08,2019-09-27
2146-61-L119,76205137-0,61606405-3,0,2019-08-18,1365.334756,2019-08-06,2019-09-01,2019-09-20
1057501-158-LE19,76205137-0,61608502-6,0,2019-08-31,1326.10278,2019-08-23,2019-09-18,2019-10-08
1057496-28-LE19,76205137-0,61608105-5,0,2019-09-05,1450.500243,2019-08-29,2019-09-24,2019-10-17
1556-27-L119,76205137-0,61606305-7,0,2019-09-03,2026.7886,2019-08-27,2019-09-22,2019-10-12
1057534-38-L119,76205137-0,61607602-7,0,2019-09-22,1392.91734,2019-09-12,2019-10-08,2019-10-30
1057049-217-LE19,76205137-0,61608604-9,0,2019-09-25,97484.40412,2019-09-19,2019-10-15,2019-11-03
1626-92-L119,76205137-0,61602150-8,0,2019-10-02,2591.9,2019-09-18,2019-10-14,2019-11-08
1656-41-L119,76205137-0,61601000-K,0,2019-10-09,1549.6361031,2019-09-25,2019-10-21,2019-11-11
2207-357-L119,76205137-0,61602153-2,0,2019-10-15,2211.0501,2019-10-02,2019-10-28,2019-11-16
1552-52-LE19,76205137-0,61606300-6,0,2019-11-25,1212.23391,2019-11-19,2019-12-15,2020-01-03
2138-46-LE19,76205137-0,61978730-7,0,2019-11-29,0,2019-11-19,2019-12-15,2020-01-09
2138-47-LE19,76205137-0,61978730-7,0,2019-12-01,1644.2841,2019-11-20,2019-12-16,2020-01-04
886954-259-LE19,76205137-0,61602189-3,1,2019-12-10,63599.523096,2019-11-27,2019-12-23,2020-01-09
1057432-108-L119,76205137-0,61607100-9,0,2019-12-06,2562.94515,2019-11-27,2019-12-23,2020-01-13
1509-68-L119,76205137-0,61608006-7,0,2019-12-21,3921.996171,2019-12-06,2020-01-01,2020-01-24
1057461-1-LE20,76205137-0,61606913-6,0,2020-01-22,1225.284459,2020-01-11,2020-02-06,2020-02-27
2207-22-L120,76205137-0,61602153-2,0,2020-01-20,3176.180085,2020-01-07,2020-02-02,2020-02-22
1057547-52-LE20,76205137-0,61607502-0,0,2020-02-04,1238.581422912,2020-01-23,2020-02-18,2020-03-11
1705-5-LE20,76205137-0,61606603-K,0,2020-01-31,0,2020-01-28,2020-02-23,2020-03-17
1660-24-L120,76205137-0,61606408-8,1,2020-02-08,1579.3329045,2020-01-26,2020-02-21,2020-03-15
1057492-14-LP20,76205137-0,61959800-8,0,2020-02-27,191565.3906,2020-02-18,2020-03-15,2020-04-07
1057544-34-LQ20,76205137-0,61607202-1,0,2020-02-28,221479.95198,2020-02-15,2020-03-12,2020-04-03
359-13-LE20,76205137-0,61608404-6,0,2020-03-06,22335.895704,2020-02-25,2020-03-22,2020-04-08
2111-9-LE20,76205137-0,61608602-2,0,2020-03-30,34117.4988,2020-03-14,2020-04-09,2020-04-30
1057551-5-L120,76205137-0,61607507-1,0,2020-03-10,5479.274844,2020-02-21,2020-03-18,2020-04-13
1057533-6-L120,76205137-0,61980080-K,0,2020-03-13,1577.8356384,2020-03-03,2020-03-29,2020-04-20
2098-29-L120,76205137-0,61602211-3,0,2020-03-08,2217.5800716,2020-02-25,2020-03-22,2020-04-09
1057384-24-L120,76205137-0,61606203-4,0,2020-03-19,2810.09505,2020-03-11,2020-04-06,2020-04-28
2207-73-L120,76205137-0,61602153-2,0,2020-03-21,5704.688151,2020-03-10,2020-04-05,2020-04-24
1057384-26-L120,76205137-0,61606203-4,0,2020-03-25,1380.8077108,2020-03-16,2020-04-11,2020-05-02
2138-16-LE20,76205137-0,61978730-7,0,2020-03-28,0,2020-03-24,2020-04-19,2020-05-13
1628-39-L120,76205137-0,61602132-K,0,2020-04-23,1956.26895,2020-04-10,2020-05-06,2020-05-26
2171-38-L120,76205137-0,61606611-0,0,2020-04-21,8322.99825,2020-04-09,2020-05-05,2020-05-30
1660-83-L120,76205137-0,61606408-8,0,2020-04-26,2010.087159,2020-04-12,2020-05-08,2020-05-31
1511-30-LE20,76205137-0,61606911-K,0,2020-04-29,118451,2020-04-21,2020-05-17,2020-06-06
2122-7-L120,76205137-0,61601000-K,1,2020-06-01,0,2020-05-19,2020-06-14,2020-07-06
2196-5-LE20,76205137-0,61608106-3,0,2020-05-14,7819.0847868,2020-04-30,2020-05-26,2020-06-15
2101-57-L120,76205137-0,61602213-K,0,2020-05-10,4843.198002,2020-04-29,2020-05-25,2020-06-16
2207-145-R120,76205137-0,61602153-2,0,2020-05-31,2751.462075,2020-05-21,2020-06-16,2020-07-01
1057472-24-LQ20,76205137-0,61980320-5,0,2020-06-11,0,2020-06-02,2020-06-28,2020-07-15
1978-25-L120,76205137-0,61606900-4,0,2020-06-06,15260.40588,2020-05-28,2020-06-23,2020-07-16
690263-19-LE20,76205137-0,61954500-1,0,2020-06-16,96306.1728375,2020-06-09,2020-07-05,2020-07-29
1057544-102-LE20,76205137-0,61607202-1,0,2020-06-10,123699.39639,2020-05-28,2020-06-23,2020-07-13
1057551-15-L120,76205137-0,61607507-1,0,2020-06-15,13651.0185618,2020-06-02,2020-06-28,2020-07-17
1057541-16-L120,76205137-0,61607200-5,0,2020-07-15,4292.72,2020-07-04,2020-07-30,2020-08-24
1057402-154-LE20,76205137-0,61607901-8,0,2020-07-30,77390.32006272,2020-07-16,2020-08-11,2020-08-28
1057551-20-L120,76205137-0,61607507-1,0,2020-08-06,11905.2456,2020-07-28,2020-08-23,2020-09-12
886954-137-LE20,76205137-0,61602189-3,0,2020-09-04,18634.25712,2020-08-25,2020-09-20,2020-10-16
759035-16-LE20,76205137-0,61602280-6,0,2020-09-23,0,2020-09-18,2020-10-14,2020-11-02
608-199-LE20,76205137-0,61606602-1,0,2020-10-15,1662.518145,2020-10-04,2020-10-30,2020-11-18
1057551-24-L120,76205137-0,61607507-1,0,2020-10-02,8549.6034,2020-09-23,2020-10-19,2020-11-10
732434-9-LE20,76205137-0,65913720-8,0,2020-12-13,0,2020-12-01,2020-12-27,2021-01-20
1398-93-L120,76205137-0,61606800-8,0,2020-12-17,2996.57148,2020-12-03,2020-12-29,2021-01-15
2153-69-LE20,76205137-0,61608503-4,0,2021-01-04,27740.2605,2020-12-23,2021-01-18,2021-02-08
1057544-16-R121,76205137-0,61607202-1,0,2021-01-21,11772.78195,2021-01-09,2021-02-04,2021-02-22
1620-7-LE21,76205137-0,61602146-K,0,2021-02-25,7842.4368,2021-02-11,2021-03-09,2021-03-29
2111-15-LE21,76205137-0,61608602-2,0,2021-04-05,484427.316,2021-03-25,2021-04-20,2021-05-12
699866-41-LP21,76205137-0,61606901-2,0,2021-04-12,1275.71938,2021-03-27,2021-04-22,2021-05-10
699866-57-LE21,76205137-0,61606901-2,0,2021-05-22,1279.3250395,2021-05-05,2021-05-31,2021-06-21
1113159-23-L121,76205137-0,61606203-4,0,2021-05-22,4620.102588,2021-05-11,2021-06-06,2021-06-27
619133-44-LE21,76205137-0,61602038-2,0,2021-06-26,0,2021-06-22,2021-07-18,2021-08-06
1057543-40-LE21,76205137-0,61607201-3,0,2021-06-11,16042.4474386,2021-06-03,2021-06-29,2021-07-19
2086-44-L121,76205137-0,61606203-4,0,2021-06-17,1845.521282,2021-06-04,2021-06-30,2021-07-16
2086-44-L121,76205137-0,61606203-4,0,2021-06-17,2363.3835045,2021-06-04,2021-06-30,2021-07-16
1057476-15-LP21,76205137-0,61608003-2,0,2021-06-25,150055.2807,2021-06-16,2021-07-12,2021-07-27
1057532-43-L121,76205137-0,61607600-0,0,2021-07-31,8175.904485,2021-07-15,2021-08-10,2021-09-06
1057049-224-LE21,76205137-0,61608604-9,0,2021-08-11,502743.911,2021-07-27,2021-08-22,2021-09-12
1978-63-L121,76205137-0,61606900-4,0,2021-09-26,5334.62556,2021-09-18,2021-10-14,2021-11-05
1080097-3-LE21,76205137-0,61607900-K,0,2021-10-10,278559.017744,2021-10-02,2021-10-28,2021-11-17
2097-24-L118,76205178-8,61602209-1,0,2018-03-06,5807.6085,2018-02-22,2018-03-20,2018-04-02
1057404-49-LE21,76205178-8,61602209-1,0,2021-07-12,8139.721274426,2021-06-27,2021-07-23,2021-08-09
757-38-L118,76205268-7,61601000-K,0,2018-06-04,3849.65526,2018-05-22,2018-06-17,2018-06-29
2105-171-L117,76205502-3,61606402-9,0,2018-01-09,2884.479,2017-12-27,2018-01-22,2018-02-12
1553-308-R118,76205502-3,61607502-0,0,2018-03-01,1493.21145,2018-02-16,2018-03-14,2018-04-03
1663-36-LE18,76205502-3,61602276-8,0,2018-03-22,6569.16924,2018-03-08,2018-04-03,2018-04-24
2125-53-LE18,76205502-3,61606407-K,1,2018-05-25,3524.477556,2018-05-12,2018-06-07,2018-06-25
1057430-3-LE19,76205502-3,61602203-2,0,2019-05-20,1373.40948,2019-05-11,2019-06-06,2019-06-24
1660-146-LE20,76205502-3,61606408-8,1,2020-11-15,1593.2442,2020-11-02,2020-11-28,2020-12-16
1660-71-LE21,76205502-3,61606408-8,0,2021-08-02,5362.889324,2021-07-19,2021-08-14,2021-08-31
1660-80-L121,76205502-3,61606408-8,0,2021-08-22,2174.86796,2021-08-10,2021-09-05,2021-09-24
1511-34-LE20,76205592-9,61606911-K,0,2020-05-06,29750.6185,2020-04-23,2020-05-19,2020-06-08
1057536-30-LQ20,76205592-9,61607700-7,0,2020-06-09,116190.7185,2020-05-27,2020-06-22,2020-07-15
1647-169-LE18,76206002-7,61606100-3,0,2018-10-30,14201.5776,2018-10-16,2018-11-11,2018-12-01
5483-32-LE19,76206002-7,61606100-3,0,2019-11-04,0,2019-10-23,2019-11-18,2019-12-09
1553-691-L118,76206192-9,61607502-0,0,2018-06-07,2795.27039595,2018-05-27,2018-06-22,2018-07-15
2115-5-L119,76206192-9,65061030-K,1,2019-02-19,2741.409528022,2019-02-06,2019-03-04,2019-03-23
2115-4-LE20,76206192-9,65061030-K,0,2020-02-18,16805.08216872,2020-02-08,2020-03-05,2020-03-27
2080-379-LQ18,76206578-9,61602138-9,0,2018-11-26,311111.91,2018-11-13,2018-12-09,2018-12-26
2111-19-LP19,76206856-7,61608602-2,1,2019-03-15,0,2019-03-02,2019-03-28,2019-04-21
1640-4-LE18,76206907-5,61607201-3,1,2018-01-21,40009.075,2018-01-08,2018-02-03,2018-02-23
2111-99-LQ19,76206907-5,61608602-2,1,2019-11-15,0,2019-11-02,2019-11-28,2019-12-20
2111-7-LP20,76206907-5,61608602-2,0,2020-07-23,0,2020-07-10,2020-08-05,2020-08-25
1057490-9-R120,76206907-5,61608407-0,0,2020-08-10,10758.255,2020-07-28,2020-08-23,2020-09-18
1057402-236-LE20,76206907-5,61607901-8,1,2020-11-09,16394.618221734,2020-10-27,2020-11-22,2020-12-13
2104-10-LE18,76207060-K,61608105-5,1,2018-03-05,8136.54516,2018-02-20,2018-03-18,2018-04-12
2196-14-LE18,76207060-K,61608106-3,1,2018-03-26,9154.3248,2018-03-13,2018-04-08,2018-04-23
1057492-23-LE19,76207060-K,61959800-8,1,2019-03-18,5243.8629,2019-03-05,2019-03-31,2019-04-21
1057492-16-LE20,76207060-K,61959800-8,1,2020-02-21,9038.275896,2020-02-08,2020-03-05,2020-03-26
2196-4-LE20,76207060-K,61608106-3,0,2020-04-22,18697.835734,2020-04-10,2020-05-06,2020-05-28
2196-7-LE21,76207060-K,61608106-3,1,2021-03-29,6559.555388,2021-03-16,2021-04-11,2021-05-04
1057492-55-LE21,76207060-K,61959800-8,0,2021-06-23,8830.661654048,2021-06-03,2021-06-29,2021-07-20
924-83-L118,76207287-4,61601000-K,0,2018-10-29,2597.7434646,2018-10-16,2018-11-11,2018-12-03
1947-172-LE19,76207291-2,61608004-0,1,2019-11-26,8876.57634354,2019-11-13,2019-12-09,2019-12-30
1952-51-LE18,7620732-1,61602248-2,1,2018-05-10,5272.707,2018-04-27,2018-05-23,2018-06-08
2171-46-L118,7620732-1,61606611-0,0,2018-09-10,3485.7105,2018-08-29,2018-09-24,2018-10-14
1647-169-LE18,7620732-1,61606100-3,0,2018-10-29,14201.5776,2018-10-16,2018-11-11,2018-12-01
1548-1-LE19,7620732-1,61607304-4,0,2019-01-16,20065.49879973,2019-01-04,2019-01-30,2019-02-20
362-9-L119,7620732-1,61606915-2,0,2019-02-27,5771.049,2019-02-14,2019-03-12,2019-03-28
1556-5-L119,7620732-1,61606305-7,0,2019-03-22,1927.895322,2019-03-09,2019-04-04,2019-04-27
705291-38-LE19,7620732-1,61608205-1,0,2019-08-25,15065.555513232,2019-08-13,2019-09-08,2019-09-28
3949-27-LE19,7620732-1,61974500-0,1,2019-09-23,11007.994,2019-09-10,2019-10-06,2019-10-23
5488-18-LE19,7620732-1,61602121-4,0,2019-09-25,12613.58,2019-09-13,2019-10-09,2019-10-30
2138-51-LE19,7620732-1,61978730-7,0,2019-12-17,5561.42448,2019-12-03,2019-12-29,2020-01-15
1663-132-LE19,7620732-1,61602276-8,1,2019-12-24,4315.3032,2019-12-11,2020-01-06,2020-01-25
1057430-6-LE21,7620732-1,61602203-2,0,2021-02-18,16145.4828,2021-02-06,2021-03-04,2021-03-23
2146-11-R121,7620732-1,61606405-3,1,2021-02-18,3524.85288,2021-02-05,2021-03-03,2021-03-22
1057428-4-L121,7620732-1,61602199-0,1,2021-04-27,6850.952,2021-04-14,2021-05-10,2021-06-02
5184-99-LE21,7620732-1,61606917-9,1,2021-07-19,16926.766902,2021-07-06,2021-08-01,2021-08-24
2171-40-L121,7620732-1,61606611-0,0,2021-08-05,3865.102,2021-07-20,2021-08-15,2021-09-02
1558-24-L121,7620732-1,61606306-5,0,2021-08-30,3124.0815,2021-08-17,2021-09-12,2021-10-02
1642-21-LE21,7620732-1,61602125-7,0,2021-09-13,28009.222227957,2021-08-31,2021-09-26,2021-10-20
1057512-7-L119,76207356-0,61607004-5,0,2019-03-27,2727.435912772,2019-03-19,2019-04-14,2019-05-04
1383-17-L119,76207356-0,61602242-3,0,2019-05-13,2897.60655525,2019-04-30,2019-05-26,2019-06-11
1075337-57-LQ20,76207391-9,61602222-9,0,2020-10-20,208337.167272,2020-10-07,2020-11-02,2020-11-16
2207-238-L119,76207888-0,61602153-2,1,2019-06-18,3799.6194,2019-06-05,2019-07-01,2019-07-20
2107-41-L119,76207941-0,61602148-6,0,2019-03-27,2021.9525776,2019-03-15,2019-04-10,2019-05-01
757-8-L118,76207994-1,61601000-K,0,2018-02-09,5053.6362,2018-01-26,2018-02-21,2018-03-12
5053-24-LE18,76207994-1,61606901-2,0,2018-02-28,1226.807904,2018-02-15,2018-03-13,2018-03-28
1509-12-L118,76207994-1,61608006-7,0,2018-02-28,4215.8892,2018-02-15,2018-03-13,2018-04-05
874750-27-LE18,76207994-1,61607903-4,0,2018-05-14,7269.132,2018-05-01,2018-05-27,2018-06-16
1509-44-L118,76207994-1,61608006-7,0,2018-05-14,6949.704,2018-05-03,2018-05-29,2018-06-22
2078-51-R118,76207994-1,61601000-K,0,2018-06-11,4579.7269,2018-05-29,2018-06-24,2018-07-17
1963-45-L118,76207994-1,61608000-8,0,2018-12-06,4662.8235264,2018-11-30,2018-12-26,2019-01-17
1509-111-L118,76207994-1,61608006-7,0,2018-12-12,6757.29216,2018-11-29,2018-12-25,2019-01-15
1975-2-L119,76207994-1,61607006-1,0,2019-02-12,2105.067702,2019-01-25,2019-02-20,2019-03-12
1383-17-L119,76207994-1,61602242-3,0,2019-05-14,3989.00247,2019-04-30,2019-05-26,2019-06-11
2086-81-L119,76207994-1,61606203-4,0,2019-07-15,1855.91955,2019-07-02,2019-07-28,2019-08-18
1660-131-L119,76207994-1,61606408-8,0,2019-07-19,1300.574331,2019-07-06,2019-08-01,2019-08-25
1057543-8-LE21,76207994-1,61607201-3,0,2021-01-29,8531.844215,2021-01-16,2021-02-11,2021-03-09
838-3-LE21,76207994-1,61603000-0,1,2021-06-14,14963.78,2021-06-01,2021-06-27,2021-07-14
1057508-66-L121,76207994-1,61607000-2,0,2021-09-20,3445.96944,2021-09-07,2021-10-03,2021-10-24
636811-12-LE21,76207994-1,61606908-K,0,2021-10-28,16176.34144,2021-10-15,2021-11-10,2021-11-29
1509-78-LE21,76207994-1,61608006-7,0,2021-12-27,14731.62363,2021-12-14,2022-01-09,2022-01-26
4343-8-L119,76208438-4,61606912-8,0,2019-04-15,2132.725365,2019-04-02,2019-04-28,2019-05-15
1660-131-L119,76208438-4,61606408-8,1,2019-07-19,1272.87995014576,2019-07-06,2019-08-01,2019-08-25
