id_tender,amt_payment_value,dt_payment,id_payment
1057534-36-LE19,540.41,2019-11-18,10712-32
1057534-36-LE19,1989.11,2019-10-01,10713--16
1057534-36-LE19,601.23,2020-01-18,10714-93
1057534-36-LE19,1494.43,2019-11-21,10715-35
1979-62-LE21,199.07,2021-09-17,10716-49
1979-62-LE21,1463.96,2021-09-15,10717-47
1979-62-LE21,2473.87,2021-11-10,10718-103
1979-62-LE21,556.73,2021-11-18,10719-111
1979-62-LE21,1461.33,2021-08-21,10720-22
1554-5-LP19,207.71,2019-05-13,10721-63
1554-5-LP19,532.84,2019-05-03,10722-53
1554-5-LP19,304.94,2019-03-05,10723--6
1554-5-LP19,106.67,2019-06-23,10724-104
1554-5-LP19,55.79,2019-04-18,10725-38
1057489-360-LR20,142184.89,2021-02-22,10726--3
1057489-360-LR20,187208.17,2021-05-15,10727-79
1057489-360-LR20,176740.03,2021-04-09,10728-43
1057489-361-LR20,188616.61,2021-05-05,10729-77
1057489-361-LR20,165203.01,2021-03-17,10730-28
1057489-361-LR20,40145.98,2021-04-08,10731-50
1057489-361-LR20,178949.99,2021-03-29,10732-40
1509-28-L118,137.35,2018-08-30,10733-106
1509-28-L118,11.29,2018-06-28,10734-43
1509-28-L118,937.89,2018-06-02,10735-17
1509-28-L118,474.48,2018-07-16,10736-61
2153-42-L118,2273.28,2018-08-20,10737-64
1978-54-LE18,7755.57,2018-08-11,10738-57
1978-54-LE18,18826.15,2018-08-04,10739-50
1978-54-LE18,1534.06,2018-07-26,10740-41
1978-54-LE18,6255.23,2018-08-22,10741-68
1978-55-LE18,8460.67,2018-08-16,10742-64
1978-55-LE18,2281.23,2018-08-22,10743-70
1978-55-LE18,344.39,2018-08-20,10744-68
5055-20-LE18,2536.37,2019-02-01,10745-31
5055-20-LE18,8753.48,2019-02-23,10746-53
5184-83-LP19,46064.31,2019-08-15,10747--3
5184-83-LP19,1929.97,2019-10-22,10748-65
5184-83-LP19,8489.85,2019-10-08,10749-51
5184-83-LP19,10320.87,2019-10-09,10750-52
924-22-L119,887.14,2019-06-27,10751-53
924-22-L119,1884.43,2019-05-22,10752-17
924-22-L119,573.46,2019-06-14,10753-40
1746-9-LE20,336.52,2020-04-23,10754-26
1746-9-LE20,3000.81,2020-03-29,10755-1
1746-9-LE20,5871.9,2020-05-29,10756-62
1080089-12-LR19,63.59,2019-12-28,10757-21
1080089-12-LR19,7586.41,2020-01-31,10758-55
1080089-12-LR19,1800.77,2020-01-04,10759-28
1080089-12-LR19,6585.45,2020-02-21,10760-76
1080089-12-LR19,8741.08,2020-01-21,10761-45
1057439-63-LQ19,1081.95,2020-02-13,10762-78
1057439-63-LQ19,72182.04,2020-01-03,10763-37
1057439-63-LQ19,31260.05,2020-01-18,10764-52
2189-11-L120,1626.79,2020-07-20,10765-88
2189-11-L120,26.98,2020-06-09,10766-47
2189-11-L120,573.09,2020-06-02,10767-40
2189-11-L120,1021.87,2020-08-15,10768-114
2189-11-L120,2129.73,2020-06-08,10769-46
1978-101-L118,701,2018-10-16,10770-4
1978-101-L118,91.34,2018-11-04,10771-23
1978-101-L118,1343.24,2018-10-30,10772-18
1978-101-L118,310.1,2018-12-23,10773-72
1978-101-L118,2.65,2018-09-19,10774--23
2132-18-LE18,581.27,2019-01-14,10775-37
2132-18-LE18,2096.19,2019-01-30,10776-53
2045-34-L119,198.35,2019-11-11,10777-42
2045-34-L119,127.44,2019-12-25,10778-86
2045-34-L119,59.14,2019-11-10,10779-41
2045-34-L119,10.96,2019-11-25,10780-56
2045-34-L119,895.18,2019-12-03,10781-64
1057476-7-LE19,1381.67,2019-08-09,10782-85
1057476-7-LE19,21694.94,2019-06-07,10783-22
1057476-7-LE19,1739.1,2019-06-09,10784-24
1057476-7-LE19,36528.23,2019-05-31,10785-15
2196-14-LE19,9494.39,2019-09-20,10786--6
2196-14-LE19,4250.59,2019-10-27,10787-31
2196-14-LE19,11274.43,2019-10-26,10788-30
1057494-50-LE19,6862.89,2020-01-12,10789-44
1057494-50-LE19,10770.6,2020-04-15,10790-138
1057494-50-LE19,48.75,2020-02-07,10791-70
1057494-50-LE19,3068.8,2020-04-01,10792-124
1057494-50-LE19,3748.88,2020-01-07,10793-39
1057509-251-LE20,3871.71,2021-04-15,10794-65
1057509-251-LE20,423.69,2021-04-09,10795-59
1057509-251-LE20,90.9,2021-04-15,10796-65
1057509-251-LE20,340.63,2021-04-01,10797-51
1057509-251-LE20,2940.73,2021-04-15,10798-65
1623-5-LE21,2847.6,2021-05-22,10799-33
1623-5-LE21,437.61,2021-05-20,10800-31
1623-5-LE21,5217.74,2021-06-30,10801-72
1623-5-LE21,4014.17,2021-06-07,10802-49
1623-5-LE21,6745.39,2021-07-10,10803-82
912638-2-LP18,85524.46,2018-03-28,10804-19
2099-50-L118,581.6,2018-12-02,10805-32
2099-50-L118,4214.68,2019-01-27,10806-88
2099-50-L118,721.45,2019-01-03,10807-64
2060-186-LQ18,141070.1,2019-03-29,10808-91
2060-186-LQ18,24006.09,2019-03-03,10809-65
2060-186-LQ18,108302.56,2018-12-24,10810--4
2060-186-LQ18,81577.38,2019-04-02,10811-95
2060-186-LQ18,96.86,2019-03-19,10812-81
3949-39-L119,470.26,2020-02-22,10813-45
3949-39-L119,906.41,2020-03-30,10814-82
3949-39-L119,1105.63,2020-03-14,10815-66
2171-61-L118,286.08,2019-04-11,10816-87
2171-61-L118,809.48,2019-02-16,10817-33
2171-61-L118,1336.26,2019-02-28,10818-45
1509-54-L119,2145.23,2019-12-22,10819-71
1509-54-L119,937.7,2019-10-29,10820-17
1509-54-L119,210.31,2019-12-02,10821-51
1509-54-L119,935.37,2019-12-03,10822-52
2171-45-L119,2407.02,2020-04-14,10823-88
5074-9-LE18,3255.39,2018-04-15,10824-17
5074-9-LE18,1329.92,2018-05-16,10825-48
5074-9-LE18,133.23,2018-06-03,10826-66
1660-76-L118,842.33,2018-08-07,10827-71
1660-76-L118,196.24,2018-08-11,10828-75
1660-76-L118,960.7,2018-07-18,10829-51
1660-117-L118,1726.68,2018-07-21,10830-20
1660-117-L118,271.89,2018-06-30,10831--1
418-19-L118,112.3,2018-09-13,10832-68
418-19-L118,2814.85,2018-08-23,10833-47
418-19-L118,630.8,2018-08-02,10834-26
2207-201-L118,883.97,2018-11-12,10835-107
2207-201-L118,726.08,2018-09-14,10836-48
2207-201-L118,151.96,2018-09-01,10837-35
2207-201-L118,86.59,2018-11-10,10838-105
2207-201-L118,137.38,2018-09-14,10839-48
2202-43-L118,1013.6,2018-12-02,10840-76
2202-43-L118,475.3,2018-09-28,10841-11
2202-43-L118,409.08,2018-12-08,10842-82
2202-43-L118,215,2019-01-17,10843-122
2202-43-L118,1.31,2018-09-30,10844-13
2067-22-L118,2038.09,2018-10-28,10845-35
1556-32-L118,155.01,2018-12-02,10846-71
1556-32-L118,170.64,2018-10-30,10847-38
1556-32-L118,736.39,2018-11-29,10848-68
1556-32-L118,1421.24,2018-12-17,10849-86
1556-32-L118,240.53,2018-10-24,10850-32
1992-28-L118,695,2018-10-26,10851-34
1992-28-L118,233.58,2018-08-30,10852--23
1992-28-L118,769.77,2018-11-27,10853-66
1992-28-L118,106.71,2018-10-26,10854-34
1992-28-L118,385.43,2018-12-04,10855-73
2067-7-L119,1088.2,2019-08-13,10856-90
2067-7-L119,151.72,2019-05-31,10857-16
2067-7-L119,313.32,2019-08-05,10858-82
2067-7-L119,156.21,2019-08-12,10859-89
1465-3-L119,548.91,2019-08-18,10860-49
1465-3-L119,1156.86,2019-09-11,10861-73
1660-110-L119,2933.08,2019-09-03,10862-49
1660-127-L119,98.49,2019-09-29,10863-41
1660-127-L119,343.5,2019-11-16,10864-89
1660-127-L119,543.51,2019-11-26,10865-99
1660-127-L119,1405.27,2019-10-06,10866-48
1660-127-L119,266.83,2019-10-05,10867-47
1660-181-L119,21.7,2019-12-15,10868-41
1660-181-L119,1263.08,2019-10-20,10869--15
1660-181-L119,806.04,2019-11-07,10870-3
1660-74-L120,2154.13,2020-05-15,10871-11
652-39-R121,4372.61,2021-01-25,10872-52
652-39-R121,337.67,2021-01-26,10873-53
652-39-R121,164.53,2021-02-19,10874-77
652-38-R121,1925.25,2020-12-17,10875-12
652-38-R121,1809.1,2021-01-11,10876-37
635-113-LE21,558.67,2021-09-01,10877--13
635-113-LE21,4746.04,2021-10-15,10878-31
2080-99-LP18,49257.38,2018-10-08,10879-152
1057498-2-LP20,5132.23,2020-05-01,10880-57
1057498-2-LP20,17275.72,2020-03-22,10881-17
1057498-2-LP20,23436.6,2020-03-24,10882-19
1057498-2-LP20,1520.42,2020-05-20,10883-76
1057498-2-LP20,2221.51,2020-03-12,10884-7
5602-60-LE19,555.44,2019-07-29,10885-7
5602-60-LE19,411.46,2019-08-19,10886-28
5602-60-LE19,1208.35,2019-08-29,10887-38
5602-60-LE19,6121.13,2019-09-07,10888-47
1540-70-LE18,3368.26,2018-09-20,10889-46
1540-70-LE18,2076.05,2018-09-26,10890-52
1540-114-LE18,2701.12,2019-01-09,10891-25
1540-114-LE18,3401.15,2019-02-07,10892-54
1540-114-LE18,3182.35,2019-03-13,10893-88
1540-15-LE19,3410.83,2019-06-14,10894-103
1540-15-LE19,14039.55,2019-08-06,10895-156
1540-15-LE19,10784.41,2019-04-10,10896-38
1540-15-LE19,22591.4,2019-04-09,10897-37
4375-232-L118,135.17,2018-11-30,10898-33
4375-232-L118,4662.93,2018-12-07,10899-40
1398-63-L121,3793.66,2021-09-26,10900-32
1398-63-L121,71.44,2021-10-11,10901-47
635-110-L121,84.2,2021-12-03,10902-97
635-110-L121,1027.69,2021-09-29,10903-32
635-110-L121,1287.4,2021-10-24,10904-57
1556-21-L121,36.3,2021-11-02,10905-48
1556-21-L121,347.86,2021-11-19,10906-65
1556-21-L121,829.16,2021-11-03,10907-49
1556-21-L121,884.58,2021-09-14,10908--1
4375-171-LE21,248.42,2021-12-25,10909-58
4375-171-LE21,1744.46,2021-11-15,10910-18
4375-171-LE21,5587.72,2021-11-23,10911-26
956-91-LE21,2457,2021-12-03,10912-23
956-91-LE21,3911.29,2022-01-01,10913-52
1057418-21-LE19,393,2019-11-08,10914-47
1057418-21-LE19,149.32,2019-11-13,10915-52
1057418-21-LE19,418.97,2019-12-16,10916-85
1057418-21-LE19,239.97,2019-09-17,10917--5
162-16-LE18,305.31,2018-09-17,10918-53
162-16-LE18,110.61,2018-10-04,10919-70
162-16-LE18,551.54,2018-10-01,10920-67
162-16-LE18,720.62,2018-10-06,10921-72
162-16-LE18,14.95,2018-08-25,10922-30
2258-51-LE21,354.97,2021-09-04,10923-81
2258-51-LE21,82.94,2021-07-29,10924-44
2258-51-LE21,510.42,2021-08-07,10925-53
2258-51-LE21,267.11,2021-10-10,10926-117
912638-38-LE18,2913.61,2018-07-09,10927--12
912638-38-LE18,2319.33,2018-09-12,10928-53
912638-38-LE18,3259.01,2018-08-28,10929-38
912638-38-LE18,23886.14,2018-07-24,10930-3
4375-284-B218,36759.53,2019-03-04,10931-32
4375-284-B218,1742.68,2019-05-15,10932-104
4375-284-B218,65174.85,2019-04-04,10933-63
1545-377-LE18,1310.32,2019-04-20,10934-75
1545-377-LE18,2765.97,2019-02-21,10935-17
1545-377-LE18,2045.47,2019-02-25,10936-21
1545-377-LE18,115.21,2019-02-16,10937-12
1545-377-LE18,766.54,2019-04-04,10938-59
1545-12-LE19,15631.9,2019-04-07,10939-48
1545-28-LE19,5150.95,2019-05-21,10940-70
1545-28-LE19,1312.41,2019-04-11,10941-30
1545-28-LE19,4379.8,2019-05-13,10942-62
5276-4-LQ19,166822.38,2019-05-01,10943-40
5276-4-LQ19,30853.7,2019-04-26,10944-35
5276-4-LQ19,11953.93,2019-04-28,10945-37
705290-17-LQ20,9522.71,2020-10-14,10946-74
705290-17-LQ20,5744,2020-09-19,10947-49
1057480-27-LP20,24908.5,2021-02-02,10948-1
1057480-27-LP20,23815.75,2021-02-25,10949-24
1057480-27-LP20,1176.45,2021-05-06,10950-94
1057480-27-LP20,29646.15,2021-03-14,10951-41
502-90-LE18,3719.29,2018-09-09,10952-71
502-90-LE18,4595.51,2018-09-06,10953-68
502-90-LE18,615.36,2018-07-25,10954-25
502-140-LE18,10536.47,2018-12-24,10955-73
502-140-LE18,13520.64,2018-11-08,10956-27
502-178-LE18,332.48,2019-03-25,10957-42
502-178-LE18,4215.98,2019-03-27,10958-44
502-178-LE18,3119.38,2019-03-15,10959-32
502-178-LE18,306.84,2019-05-27,10960-105
502-178-LE18,842.82,2019-04-02,10961-50
1057417-141-LE19,20754.91,2019-09-20,10962-47
1488-2-LQ18,246446.84,2018-04-22,10963-55
1488-37-LQ19,1489.77,2019-09-08,10964-40
1488-37-LQ19,156545.95,2019-10-17,10965-79
1488-37-LQ19,53978.11,2019-09-16,10966-48
1488-37-LQ19,17986.74,2019-09-06,10967-38
1488-37-LQ19,3461.13,2019-10-02,10968-64
1103575-4-LE20,39594.21,2020-05-11,10969-10
1488-35-LQ20,113350.29,2020-08-17,10970-54
1488-35-LQ20,90.57,2020-07-28,10971-34
1488-35-LQ20,37640.46,2020-10-21,10972-119
5139-1-LE20,7775.29,2020-03-10,10973--3
930206-55-LE18,51781.94,2018-10-12,10974-63
1640-48-LE18,1689.33,2019-03-14,10975-76
1640-48-LE18,24.5,2019-02-16,10976-50
1640-48-LE18,1232.12,2019-03-07,10977-69
1640-48-LE18,910.2,2019-03-16,10978-78
1640-48-LE18,16747.3,2019-02-12,10979-46
2270-14-LE18,172,2018-05-25,10980-31
2270-14-LE18,60.85,2018-06-24,10981-61
2270-14-LE18,264.46,2018-05-28,10982-34
2270-14-LE18,429.26,2018-08-06,10983-104
2270-14-LE18,331.43,2018-05-13,10984-19
1070620-15-LE21,464.56,2021-05-19,10985-19
1070620-15-LE21,2380.17,2021-06-04,10986-35
1070620-15-LE21,176.66,2021-06-12,10987-43
1057547-52-LE20,189.98,2020-04-04,10988-24
1057547-52-LE20,179.24,2020-04-09,10989-29
1057547-52-LE20,209.27,2020-05-10,10990-60
1057547-52-LE20,267.82,2020-06-06,10991-87
1057547-52-LE20,376.05,2020-03-18,10992-7
1057494-23-LP19,1415.58,2019-08-12,10993-62
1057494-23-LP19,10067.07,2019-07-15,10994-34
1057494-23-LP19,7339.49,2019-09-15,10995-96
1057539-9-LE19,12039.59,2019-05-19,10996-78
1057539-9-LE19,757.58,2019-04-28,10997-57
1057402-150-LP19,59050.74,2020-02-23,10998-61
1057402-150-LP19,8209.73,2020-04-18,10999-116
1057402-150-LP19,57006.23,2019-12-23,11000--1
1057417-255-H219,441.6,2020-02-02,11001-20
1057417-255-H219,3453.56,2020-05-07,11002-115
1057417-255-H219,49581.89,2020-02-24,11003-42
1057417-255-H219,1052.03,2020-02-20,11004-38
1057417-255-H219,6288.67,2020-02-19,11005-37
1057489-240-LE19,878.27,2020-02-25,11006-53
1057489-240-LE19,4716.67,2020-02-27,11007-55
1057489-240-LE19,7589.98,2020-02-11,11008-39
1057489-240-LE19,2973.93,2020-03-02,11009-59
1057547-188-LE19,1838.1,2019-09-24,11010-55
1057547-188-LE19,2110.25,2019-10-06,11011-67
1057547-188-LE19,9287.76,2019-10-14,11012-75
1057547-188-LE19,302.51,2019-09-28,11013-59
1057547-188-LE19,969.28,2019-09-11,11014-42
1057547-305-L120,910.45,2020-10-01,11015-14
1057547-305-L120,3880.68,2020-10-06,11016-19
1655-15-LE21,7702.12,2021-06-17,11017-69
1655-15-LE21,13886.09,2021-05-14,11018-35
898-49-LP21,1248.41,2021-08-05,11019-23
899-4-LE21,1252.33,2021-11-29,11020-48
899-4-LE21,1512.59,2021-12-31,11021-80
2157-58-L118,5340.88,2018-05-11,11022-36
2157-58-L118,1766.08,2018-05-12,11023-37
2157-284-LE18,834.23,2019-04-30,11024-76
2157-284-LE18,10091.57,2019-03-02,11025-17
2157-42-LE19,2622.97,2019-06-12,11026-37
2157-42-LE19,2763.18,2019-07-16,11027-71
2157-46-LE19,8079.92,2019-08-12,11028-103
2157-46-LE19,905.46,2019-07-15,11029-75
2157-46-LE19,497.05,2019-07-23,11030-83
2157-81-LP19,0,2019-10-04,11031-47
2157-81-LP19,0,2019-11-23,11032-97
2157-81-LP19,0,2019-11-24,11033-98
2157-129-LQ20,0,2021-01-26,11034-20
2157-129-LQ20,0,2021-01-13,11035-7
2157-129-LQ20,0,2021-01-17,11036-11
2157-129-LQ20,0,2021-03-21,11037-74
2157-129-LQ20,0,2021-03-02,11038-55
2200-20-L120,2514.27,2020-10-04,11039-98
2200-20-L120,265.52,2020-08-18,11040-51
2200-20-L120,577.57,2020-08-25,11041-58
2200-20-L120,503.9,2020-06-20,11042--8
2200-20-L120,302.94,2020-09-21,11043-85
2200-30-LE20,1014.91,2020-10-19,11044-49
2200-30-LE20,5627.74,2020-10-15,11045-45
2200-30-LE20,4468.94,2020-09-23,11046-23
2200-30-LE20,8459.59,2020-10-06,11047-36
2200-30-LE20,177.15,2021-01-30,11048-152
2200-12-LP21,31997.52,2021-05-24,11049-15
2200-12-LP21,21118.58,2021-05-26,11050-17
2200-12-LP21,76350.59,2021-07-10,11051-62
1746-16-LE18,1300.53,2018-04-04,11052--8
2215-59-L118,677.15,2018-10-26,11053-50
2215-59-L118,1175.36,2018-09-23,11054-17
2215-59-L118,317.45,2018-11-17,11055-72
2215-59-L118,854.07,2018-09-20,11056-14
2058-61-LP18,573.9,2018-11-07,11057-93
2058-61-LP18,582.66,2018-09-10,11058-35
2058-61-LP18,52.88,2018-10-22,11059-77
1380-274-LE18,19833.78,2019-01-31,11060-31
1380-274-LE18,18722.26,2019-01-31,11061-31
1380-274-LE18,487.8,2019-04-07,11062-97
1380-274-LE18,7580.39,2019-03-15,11063-74
1057049-35-LE19,47921.75,2019-06-14,11064-67
1057049-35-LE19,3623.44,2019-06-02,11065-55
1057544-65-LQ19,242719.18,2019-08-07,11066-65
1057544-65-LQ19,5921.4,2019-07-26,11067-53
1057049-102-LP20,5205.08,2020-09-15,11068-74
1057049-102-LP20,5073.47,2020-07-16,11069-13
1057049-102-LP20,69706.52,2020-08-05,11070-33
2126-27-LE18,4800.75,2018-06-21,11071-77
2126-27-LE18,17508.12,2018-03-31,11072--5
2126-27-LE18,1271.59,2018-04-23,11073-18
2126-27-LE18,6209.42,2018-05-22,11074-47
2126-27-LE18,28012.27,2018-07-18,11075-104
2128-8-LE19,6753.41,2019-04-30,11076-47
2146-47-LE19,726.6,2019-08-17,11077-30
2146-47-LE19,1455.84,2019-09-21,11078-65
2146-47-LE19,1430.43,2019-09-12,11079-56
2146-47-LE19,705.53,2019-09-01,11080-45
2146-47-LE19,6529.77,2019-08-05,11081-18
2146-72-L119,2976.24,2020-01-13,11082-59
2146-72-L119,277.56,2020-01-04,11083-50
2146-72-L119,2511.08,2019-12-27,11084-42
2146-72-L119,67.37,2019-11-25,11085-10
2126-91-LQ19,229662.39,2020-04-26,11086-60
1057439-30-LP20,1904.76,2020-08-30,11087-53
1057439-30-LP20,17638.73,2020-07-07,11088--1
1057439-30-LP20,30475.03,2020-08-02,11089-25
1057439-30-LP20,2361.48,2020-11-15,11090-130
2115-57-LE19,1346.65,2020-04-12,11091-69
2115-57-LE19,18037.23,2020-03-04,11092-30
2115-57-LE19,4940.14,2020-05-27,11093-114
2115-57-LE19,15370.04,2020-04-29,11094-86
2128-61-LP18,349.36,2019-01-30,11095-51
2128-61-LP18,917.13,2019-03-20,11096-100
1057441-69-LP19,272.1,2020-06-03,11097-65
1057441-69-LP19,114.59,2020-04-20,11098-21
1057441-69-LP19,328.34,2020-05-16,11099-47
1057441-69-LP19,312.52,2020-04-05,11100-6
1057441-69-LP19,229.64,2020-05-02,11101-33
1657-2-LE20,1263.54,2020-04-17,11102-21
1057500-38-LE19,6691.3,2019-09-22,11103-67
1559-19-LE18,2295.31,2018-06-08,11104-62
1559-19-LE18,11187.78,2018-05-17,11105-40
1559-19-LE18,1662.99,2018-04-08,11106-1
1669-185-L118,4382.82,2018-05-11,11107-9
1669-185-L118,1517.64,2018-07-02,11108-61
1669-185-L118,1398.36,2018-07-04,11109-63
1380-96-LE18,16649.58,2018-08-17,11110-64
1511-36-L118,7353.46,2018-08-24,11111-56
5184-93-R119,19.62,2018-09-07,11112-11
5184-93-R119,9617.11,2018-10-23,11113-57
5184-93-R119,1311.79,2018-10-11,11114-45
812030-22-LQ18,0,2019-01-03,11115-100
812030-22-LQ18,0,2018-11-01,11116-37
1155-57-L118,327.73,2018-12-19,11117-93
1155-57-L118,7191.8,2018-11-29,11118-73
2097-90-LE18,2279.08,2018-10-31,11119-33
2097-90-LE18,6800.54,2018-10-28,11120-30
2097-90-LE18,425.13,2018-12-17,11121-80
1155-103-LE18,16091.56,2019-01-26,11122-80
1155-103-LE18,476.61,2019-01-18,11123-72
1155-103-LE18,1229.02,2018-12-28,11124-51
1155-103-LE18,1701.89,2018-11-15,11125-8
1155-103-LE18,82.79,2018-12-04,11126-27
5326-118-LE18,441.24,2019-01-22,11127-53
5326-118-LE18,2455.73,2019-02-23,11128-85
5326-118-LE18,1136.91,2019-01-30,11129-61
5326-118-LE18,712.01,2019-01-07,11130-38
4309-287-R119,8131.92,2018-12-25,11131-15
4309-287-R119,12.1,2019-02-10,11132-62
4309-324-LE18,14873.43,2019-01-28,11133-14
4309-324-LE18,14636.97,2019-01-22,11134-8
4309-324-LE18,3973.73,2019-03-09,11135-54
4309-324-LE18,593.34,2019-02-18,11136-35
956-143-L118,68.54,2019-03-31,11137-83
956-143-L118,2172.54,2019-04-25,11138-108
4309-341-R119,729.35,2019-03-18,11139-52
4309-341-R119,4410.15,2019-03-06,11140-40
4309-341-R119,6499.97,2019-03-20,11141-54
4309-341-R119,2254.39,2019-02-18,11142-24
4309-341-R119,3617.31,2019-03-12,11143-46
5326-142-LE18,8289.46,2019-02-03,11144--8
1057055-22-LE19,30632.19,2019-05-01,11145-48
1057055-22-LE19,14046.41,2019-04-05,11146-22
4309-75-LQ19,173438.61,2019-06-02,11147-45
1380-73-LE19,11061.42,2019-06-26,11148-53
1380-73-LE19,9765.03,2019-06-08,11149-35
1380-73-LE19,14862.86,2019-05-21,11150-17
1380-73-LE19,19073.89,2019-06-30,11151-57
4309-123-LE19,0,2019-09-22,11152-123
4309-123-LE19,0,2019-07-06,11153-45
1641-115-LQ19,138729.92,2019-09-14,11154-32
1641-115-LQ19,70439.63,2019-10-27,11155-75
1058133-7-LE19,470.4,2019-10-09,11156-59
1058133-7-LE19,463.77,2019-11-29,11157-110
1058133-7-LE19,83.09,2019-11-05,11158-86
1058133-7-LE19,184.4,2019-10-18,11159-68
1058095-27-LE19,0,2019-11-10,11160-83
1058095-27-LE19,0,2019-10-23,11161-65
1058095-27-LE19,0,2019-09-23,11162-35
1058095-28-LE19,0,2019-10-19,11163-62
635-148-L119,883.07,2019-10-01,11164-52
635-148-L119,1241.49,2019-08-21,11165-11
635-148-L119,2916.98,2019-09-04,11166-25
1057055-143-LE19,34581.1,2019-12-20,11167-42
1057500-86-LE19,26580.27,2020-01-22,11168-65
1057055-182-LP19,92952.39,2020-01-27,11169-24
1058085-128-LQ19,50391.51,2020-04-18,11170-87
1058085-128-LQ19,16507.57,2020-03-28,11171-66
1058085-128-LQ19,62725.59,2020-03-11,11172-49
1058085-128-LQ19,12218.54,2020-04-16,11173-85
1058085-128-LQ19,56399.72,2020-03-11,11174-49
2101-4-L120,692.92,2020-03-02,11175-21
2101-4-L120,1324.75,2020-04-10,11176-60
2101-4-L120,2693.12,2020-04-30,11177-80
2101-4-L120,1362.99,2020-03-28,11178-47
1380-24-LE20,2177.54,2020-05-11,11179-65
1380-24-LE20,29063.35,2020-04-24,11180-48
1380-24-LE20,2491.42,2020-04-19,11181-43
1380-24-LE20,11861.5,2020-05-01,11182-55
1380-24-LE20,3125.53,2020-06-02,11183-87
812030-19-LE19,57.2,2020-04-26,11184-41
812030-19-LE19,767.34,2020-04-11,11185-26
812030-19-LE19,813.89,2020-05-25,11186-70
1057055-37-LE20,69068.18,2020-05-02,11187-20
1057055-39-LQ20,9668.88,2020-05-23,11188-51
1057055-39-LQ20,262070.59,2020-04-16,11189-14
1559-10-LE20,32371.44,2020-05-13,11190-24
4309-119-LE20,106.01,2020-05-24,11191--6
4309-119-LE20,672.99,2020-05-10,11192--20
4309-119-LE20,206.73,2020-08-18,11193-80
4309-119-LE20,115.22,2020-07-11,11194-42
4309-119-LE20,100.19,2020-08-26,11195-88
2171-43-L120,3934.83,2020-07-30,11196-48
898-66-LE20,45783.54,2020-06-27,11197--1
1499-67-LE20,10107.03,2020-11-11,11198-88
1058012-32-LE20,1225.06,2020-12-07,11199-58
1058012-32-LE20,2489.47,2021-01-12,11200-94
1058012-32-LE20,7768.92,2020-10-13,11201-3
1058012-32-LE20,4214.18,2020-11-12,11202-33
1058095-135-LE20,1290.45,2021-02-19,11203-60
1057055-194-LQ20,124035.41,2021-01-28,11204-45
1057055-194-LQ20,45799.2,2021-01-21,11205-38
1057055-194-LQ20,109939.58,2021-02-19,11206-67
4309-348-LP20,67126.01,2021-03-13,11207-36
4309-69-LE21,0,2021-07-12,11208-80
4309-69-LE21,0,2021-05-22,11209-29
4309-69-LE21,0,2021-06-30,11210-68
4309-69-LE21,0,2021-06-02,11211-40
4309-69-LE21,0,2021-06-05,11212-43
635-41-L121,155.79,2021-09-07,11213-114
635-41-L121,1461.74,2021-06-10,11214-25
635-41-L121,862.97,2021-07-21,11215-66
635-41-L121,8.76,2021-07-25,11216-70
635-41-L121,1472.64,2021-08-07,11217-83
1380-55-LE21,81047.95,2021-08-15,11218-92
1058128-21-LR21,106374.04,2021-08-25,11219-34
1058128-21-LR21,29477.43,2021-09-27,11220-67
1058128-21-LR21,203989.23,2021-07-10,11221--12
5184-91-LQ21,273722.84,2021-11-09,11222-100
619133-55-LE21,115.45,2021-09-16,11223-44
619133-55-LE21,587.21,2021-10-26,11224-84
619133-55-LE21,510,2021-08-23,11225-20
1075963-256-LE21,18896.99,2021-09-29,11226-11
1075963-256-LE21,2724.94,2021-10-06,11227-18
1075963-256-LE21,14288.5,2021-11-16,11228-59
1070620-56-LE21,1300.69,2021-12-09,11229-71
1057541-9-L121,4758.49,2021-09-11,11230-48
2061-56-LE18,375.13,2018-12-14,11231-64
2061-56-LE18,109.66,2019-01-11,11232-92
2061-56-LE18,100.02,2018-12-15,11233-65
2061-56-LE18,312.2,2018-11-01,11234-21
2061-56-LE18,714.41,2018-10-28,11235-17
2144-35-L118,115.37,2018-09-03,11236-57
2144-35-L118,32.98,2018-08-19,11237-42
2144-35-L118,465.17,2018-05-23,11238--46
2144-35-L118,805.29,2018-08-23,11239-46
2122-78-L118,440.28,2019-03-10,11240-82
2122-78-L118,906.86,2019-03-24,11241-96
2122-81-L118,2023.33,2019-02-08,11242-43
1532-54-L118,1808.25,2018-12-24,11243-57
1532-54-L118,786.93,2018-12-26,11244-59
924-20-R118,48.73,2018-10-10,11245-107
924-20-R118,359.85,2018-08-01,11246-37
924-20-R118,1393.17,2018-08-22,11247-58
924-20-R118,1793.95,2018-09-06,11248-73
5184-28-LE21,216.84,2021-05-07,11249-40
5184-28-LE21,2366.04,2021-04-09,11250-12
5184-28-LE21,32.65,2021-04-28,11251-31
5624-5-LE19,20431.34,2019-08-14,11252-58
